Index,Title,Year,Rating,Length (minutes),Rating Amount,Group,Metascore,Short Description
1707,1707. Victoria,2015,7.6,138,65000,Not Rated,77,A young Spanish woman who has recently moved to Berlin finds her flirtation with a local guy turn potentially deadly as their night out with his friends reveals a dangerous secret.
1708,1708. Running on Empty,1988,7.6,116,19000,PG-13,67,The eldest son of a fugitive family comes of age and wants to live his own life.
1709,1709. The Wave,2008,7.6,107,117000,Not Rated,N/A,A high school teacher's experiment to demonstrate to his students what life is like under a dictatorship spins horribly out of control when he forms a social unit with a life of its own.
1710,1710. The Little Prince,2015,7.6,108,68000,PG,70,"A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince."
1711,1711. The Invisible Man,1933,7.6,71,42000,Approved,87,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
1712,1712. Repulsion,1965,7.6,105,59000,Not Rated,91,A withdrawn manicurist who disapproves of her sister's boyfriend sinks into depression and experiences horrific visions of violence.
1713,1713. The Social Dilemma,2020,7.6,94,91000,PG-13,78,Explores the dangerous human impact of social networking; tech experts sound the alarm on their own creations.
1714,1714. Frost/Nixon,2008,7.6,122,114000,R,80,A dramatic retelling of the post-Watergate television interviews between British talk-show host David Frost and former president Richard Nixon.
1715,1715. The Taking of Pelham One Two Three,1974,7.6,104,38000,R,68,"Four armed men hijack a New York City subway car and demand a ransom for the passengers. The city's police are faced with a conundrum: Even if it's paid, how could they get away?"
1716,1716. Lost Horizon,1937,7.6,132,15000,Approved,N/A,"When a revered diplomat's plane is diverted and crashes in the peaks of Tibet, he and the other survivors are guided to an isolated monastery at Shangri-La, where they wrestle with the invitation to stay."
1717,1717. The 39 Steps,1935,7.6,86,63000,Approved,93,"A man in London tries to help a counter-espionage agent, but when the agent is killed and the man stands accused, he must go on the run to save himself and stop a spy ring that is trying to steal top-secret information."
1718,1718. One Cut of the Dead,2017,7.6,96,32000,Not Rated,86,"Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies."
1719,1719. The Color of Pomegranates,1969,7.6,79,15000,Not Rated,N/A,"The life of the Armenian poet Sayat-Nova, from childhood to death: his spiritual journey, artistic endeavors, and inner conflicts within the cultural and historical context of Armenia. Hailed as revolutionary by Mikhail Vartanov."
1720,1720. Weekend,2011,7.6,97,34000,Not Rated,81,"After a drunken house party with his straight mates, Russell heads out to a gay club. Just before closing time he picks up Glen but what's expected to be just a one-night stand becomes something else, something special."
1721,1721. Control,2007,7.6,122,70000,R,78,"A profile of Ian Curtis, the enigmatic singer of Joy Division whose personal, professional, and romantic troubles led him to die by suicide at the age of 23."
1722,1722. When Marnie Was There,2014,7.6,103,51000,PG,72,"Anna, a shy 12-year-old girl, is sent to spend time with her aunt and uncle who live in the countryside, where she meets Marnie. The two become best friends. But Anna gradually discovers that Marnie is not quite who she appears to be."
1723,1723. A Very Long Engagement,2004,7.6,133,77000,R,76,"Tells the story of a young woman's relentless search for her fiancé, who has disappeared from the trenches of the Somme during World War One."
1724,1724. Seconds,1966,7.6,106,23000,R,71,An unhappy middle-aged banker agrees to a procedure that will fake his death and give him a completely new look and identity - one that comes with its own price.
1725,1725. Häxan,1922,7.6,91,18000,Not Rated,N/A,"Fictionalized documentary showing the evolution of witchcraft, from its pagan roots to its confusion with hysteria in Eastern Europe."
1726,1726. And Then We Danced,2019,7.6,113,15000,Not Rated,68,"A passionate coming-of-age tale set amidst the conservative confines of modern Tbilisi, the film follows Merab, a competitive dancer who is thrown off balance by the arrival of Irakli, a fellow male dancer with a rebellious streak."
1727,1727. Eyes Without a Face,1960,7.6,90,37000,Approved,90,A surgeon causes an accident which leaves his daughter disfigured and goes to extreme lengths to give her a new face.
1728,1728. Vera Drake,2004,7.6,125,28000,R,83,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain--a conflict that leads to tragedy for her family.
1729,1729. The Shootist,1976,7.6,100,28000,PG,77,A dying gunfighter spends his last days looking for a way to die with a minimum of pain and a maximum of dignity.
1730,"1730. To Sir, with Love",1967,7.6,105,21000,Approved,55,Idealistic engineer-trainee and his experiences in teaching a group of rambunctious white high school students from the slums of London's East End.
1731,1731. Wake in Fright,1971,7.6,109,15000,R,85,"After a bad gambling bet, a schoolteacher is marooned in a town full of crazy, drunk, violent men who threaten to make him just as crazy, drunk, and violent."
1732,1732. The Double Life of Véronique,1991,7.6,98,55000,R,86,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected."
1733,1733. Victor/Victoria,1982,7.6,134,24000,PG,84,"A struggling female soprano in 1934 Paris finally finds work after posing as a female impersonator, but it complicates her personal life when a visiting Chicago gangster finds himself inexplicably attracted to the seemingly male performer."
1734,1734. Shine,1996,7.6,105,58000,PG-13,87,"David Helfgott, a gifted pianist, struggles through childhood as his dysfunctional father abuses him and his siblings. Years later, he suffers a mental breakdown but manages to return as a legend."
1735,1735. The Castle,1997,7.6,85,18000,R,N/A,"A working-class family from Melbourne, Australia fights city hall after being told they must vacate their beloved family home to allow for infrastructural expansion."
1736,1736. The Prime of Miss Jean Brodie,1969,7.6,116,11000,M/PG,N/A,"Eccentric and well-meaning teacher Jean Brodie's extravagantly romantic ideas about life = and love - overly impress her young pupils in 1930s Edinburgh, bringing her into direct conflict with her school's conservative headmistress."
1737,1737. Leviathan,2014,7.6,140,58000,R,92,"In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family."
1738,1738. Three Colors: White,1994,7.6,92,82000,R,91,"After his wife divorces him, a Polish immigrant plots to get even with her."
1739,1739. The Odd Couple,1968,7.6,105,38000,G,86,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day."
1740,1740. Three Identical Strangers,2018,7.6,96,42000,PG-13,81,"In 1980 New York, three young men who were all adopted meet each other and find out they're triplets who were separated at birth. But their quest to find out why turns into a bizarre and sinister mystery."
1741,1741. Down by Law,1986,7.6,107,57000,R,75,"Two men are framed and sent to jail, where they meet a murderer who helps them escape and leave the state."
1742,1742. Only Yesterday,1991,7.6,119,39000,PG,90,A twenty-seven-year-old office worker travels to the countryside while reminiscing about her childhood in Tokyo.
1743,"1743. Argentina, 1985",2022,7.6,140,33000,R,78,A team of lawyers takes on the heads of Argentina's bloody military dictatorship during the 1980s in a battle against odds and a race against time.
1744,1744. The Trial,1962,7.6,119,25000,Not Rated,N/A,"An unassuming office worker is arrested and stands trial, but he is never made aware of his charges."
1745,1745. Fearless,2006,7.6,104,80000,PG-13,70,"A biography of Chinese Martial Arts Master Huo Yuanjia, who is the founder and spiritual guru of the Jin Wu Sports Federation."
1746,1746. Sorry We Missed You,2019,7.6,101,27000,Not Rated,82,"Hoping that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploitation."
1747,1747. Maudie,2016,7.6,115,24000,PG-13,65,An arthritic Nova Scotia woman works as a housekeeper while she hones her skills as an artist and eventually becomes a beloved figure in the community.
1748,1748. Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,2023,7.6,110,14000,R,N/A,"Tanjiro needs to bring a definitive end to Upper Rank Six. After the dust settles, he goes with his sister Nezuko to the Swordsmith Village in search of a new sword."
1749,"1749. Oslo, August 31st",2011,7.6,95,31000,Not Rated,84,"One day in the life of Anders, a young recovering drug addict, who takes a brief leave from his treatment center to interview for a job and catch up with old friends in Oslo."
1750,1750. The Bishop's Wife,1947,7.6,109,22000,Approved,73,A debonair angel comes to Earth to help an Episcopalian bishop and his wife in their quest to raise money for the new church.
1751,1751. Boy A,2007,7.6,106,39000,R,75,"The story of a young Jack, newly released from serving a prison sentence for a violent crime he committed as a child."
1752,1752. Beautiful Thing,1996,7.6,90,26000,R,N/A,"Jamie is a shy teenager, often bullied at school. His neighbour Ste has a rough time at home, being beaten by his father and brother. This issues bring them together and they find that what they feel for each other is more than friendship."
1753,1753. October,2018,7.6,115,19000,Not Rated,N/A,A group of interns are going through the usual grind when suddenly an accident changes their lives. The protagonist can't get let go of it and becomes obsessed with it. What does it all lead to? Is it love or something else?
