Index,Title,Year,Rating,Length (minutes),Rating Amount,Group,Metascore,Short Description,Directors,Stars
3204,3204. Yennai Arindhaal,2015,7.3,168,11000,,,"Sathyadev, a sincere police officer, tries to stop an organ trafficking racket. But he is unaware that the man performing the illegal trade is the same person who killed his beloved.",Gautham Vasudev Menon,"Ajith Kumar, Arun Vijay, Trisha Krishnan"
3205,3205. Gunda,1998,7.3,129,11000,Not Rated,,"When a coolie's family is murdered by a group of gangsters and politicians, he swears revenge on them.",Kanti Shah,"Mithun Chakraborty, Mukesh Rishi, Mohan Joshi"
3206,3206. Gangster's Paradise: Jerusalema,2008,7.3,119,11000,R,53.0,A young hoodlum's rise from a small-time criminal to a powerful crime entrepreneur during the turbulent years before and after the fall of apartheid.,Ralph Ziman,"Rapulana Seiphemo, Jeffrey Sekele, Ronnie Nyakale"
3207,3207. Attarintiki Daredi,2013,7.3,170,10000,,,The scion of a powerful family is tasked with retrieving an estranged family member.,Trivikram Srinivas,"Pawan Kalyan, Samantha Ruth Prabhu, Pranitha Subhash"
3208,3208. A Real Pain,2024,7.2,90,33000,R,86.0,"Mismatched cousins reunite for a tour through Poland to honor their beloved grandmother, but their old tensions resurface against the backdrop of their family history.",Jesse Eisenberg,"Kieran Culkin, Jesse Eisenberg, Olha Bosova"
3209,3209. Wild at Heart,1990,7.2,125,105000,R,52.0,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,David Lynch,"Nicolas Cage, Laura Dern, Willem Dafoe"
3210,3210. The Passion of the Christ,2004,7.2,127,256000,R,47.0,"Depicts the final twelve hours in the life of Jesus of Nazareth, on the day of his crucifixion in Jerusalem.",Mel Gibson,"Jim Caviezel, Monica Bellucci, Maia Morgenstern"
3211,3211. The Age of Adaline,2015,7.2,112,216000,PG-13,51.0,"A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.",Lee Toland Krieger,"Blake Lively, Michiel Huisman, Harrison Ford"
3212,3212. Major League,1989,7.2,107,79000,R,62.0,"The new owner of the Cleveland Indians puts together a purposely horrible team so they'll lose and she can move the team. But when the plot is uncovered, they start winning just to spite her.",David S. Ward,"Tom Berenger, Charlie Sheen, Corbin Bernsen"
3213,3213. The Hunger Games,2012,7.2,142,1000000,PG-13,68.0,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth"
3214,3214. The Menu,2022,7.2,107,434000,R,71.0,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",Mark Mylod,"Ralph Fiennes, Anya Taylor-Joy, Nicholas Hoult"
3215,3215. Hostiles,2017,7.2,134,100000,R,65.0,"In 1892, a legendary Army Captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",Scott Cooper,"Scott Shepherd, Rosamund Pike, Ava Cooper"
3216,3216. Where the Crawdads Sing,2022,7.2,125,142000,PG-13,43.0,A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,Olivia Newman,"Daisy Edgar-Jones, Taylor John Smith, Harris Dickinson"
3217,3217. The Suicide Squad,2021,7.2,132,427000,R,72.0,"Supervillains Harley Quinn, Bloodsport, Peacemaker, and a collection of nutty cons at Belle Reve prison join the super-secret, super-shady Task Force X as they are dropped off at the remote, enemy-infused island of Corto Maltese.",James Gunn,"Margot Robbie, Idris Elba, John Cena"
3218,3218. Dungeons & Dragons: Honor Among Thieves,2023,7.2,134,252000,PG-13,72.0,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","John Francis Daley, Jonathan Goldstein","Chris Pine, Michelle Rodriguez, Regé-Jean Page"
3219,3219. Notting Hill,1999,7.2,124,359000,PG-13,68.0,"A set of circumstances makes Anna Scott, a famous actress, fall in love with William Thacker, owner of a bookstore in Notting Hill. But the paparazzi's fascination with her complicates their bond.",Roger Michell,"Hugh Grant, Julia Roberts, Richard McCabe"
3220,3220. Don't Look Up,2021,7.2,138,630000,R,49.0,Two low-level astronomers must go on a giant media tour to warn humankind of an approaching comet that will destroy planet Earth.,Adam McKay,"Leonardo DiCaprio, Jennifer Lawrence, Meryl Streep"
3221,3221. From Dusk Till Dawn,1996,7.2,108,351000,R,48.0,"Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",Robert Rodriguez,"Harvey Keitel, George Clooney, Juliette Lewis"
3222,3222. Now You See Me,2013,7.2,115,728000,PG-13,50.0,"An FBI agent and an Interpol detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.",Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo"
3223,3223. Fantastic Beasts and Where to Find Them,2016,7.2,132,521000,PG-13,66.0,"In 1926, magizoologist Newt Scamander arrives in New York during his worldwide tour to research and rescue magical creatures as something mysterious leaves trails of destruction in the city, threatening to expose the wizarding world.",David Yates,"Eddie Redmayne, Katherine Waterston, Alison Sudol"
3224,3224. School of Rock,2003,7.2,109,341000,PG-13,82.0,"After being kicked out of his rock band, Dewey Finn becomes a substitute teacher of an uptight elementary private school, only to try and turn his class into a rock band.",Richard Linklater,"Jack Black, Mike White, Joan Cusack"
3225,3225. Grease,1978,7.2,110,310000,PG,70.0,"Good girl Sandy Olsson and greaser Danny Zuko fell in love over the summer. When they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance?",Randal Kleiser,"John Travolta, Olivia Newton-John, Stockard Channing"
3226,3226. Shame,2011,7.2,101,210000,NC-17,72.0,A nymphomaniac's carefully cultivated private life falls apart after his sister arrives for an indefinite stay.,Steve McQueen,"Michael Fassbender, Carey Mulligan, James Badge Dale"
3227,3227. 21 Jump Street,2012,7.2,109,616000,R,69.0,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Ice Cube"
3228,3228. Mission: Impossible,1996,7.2,110,483000,PG-13,59.0,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",Brian De Palma,"Tom Cruise, Jon Voight, Emmanuelle Béart"
3229,3229. The Great Gatsby,2013,7.2,143,614000,PG-13,55.0,"A writer and wall street trader, Nick Carraway, finds himself drawn to the past and lifestyle of his mysterious millionaire neighbor, Jay Gatsby, amid the riotous parties of the Jazz Age.",Baz Luhrmann,"Leonardo DiCaprio, Carey Mulligan, Joel Edgerton"
3230,3230. The Lost Boys,1987,7.2,97,168000,R,63.0,"When a recently divorced mother and her two teenage boys move to a coastal town to stay with her father, it doesn't take long for the brothers to realize the area is a haven for something much more sinister than party-going surfers.",Joel Schumacher,"Jason Patric, Corey Haim, Dianne Wiest"
3231,3231. A Bug's Life,1998,7.2,95,323000,G,78.0,"A misfit ant, looking for ""warriors"" to save his colony from greedy grasshoppers, recruits a group of bugs that turn out to be an inept circus troupe.","John Lasseter, Andrew Stanton","Kevin Spacey, Dave Foley, Julia Louis-Dreyfus"
3232,3232. Encanto,2021,7.2,102,277000,PG,75.0,"An extraordinary family, the Madrigals, live hidden in the mountains of Colombia, in a magical house called an Encanto. The magic of the Encanto has blessed every child in the family with a unique gift - every child except one, Mirabel.","Jared Bush, Byron Howard, Charise Castro Smith","Stephanie Beatriz, María Cecilia Botero, John Leguizamo"
3233,3233. Friday Night Lights,2004,7.2,118,68000,PG-13,70.0,"Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers.",Peter Berg,"Billy Bob Thornton, Jay Hernandez, Derek Luke"
3234,3234. An American Crime,2007,7.2,98,38000,R,,"The true story of suburban housewife Gertrude Baniszewski, who kept a teenage girl locked in the basement of her Indiana home during the 1960s.",Tommy O'Haver,"Elliot Page, Hayley McFarland, Nick Searcy"
3235,3235. The Little Mermaid,2023,7.2,135,163000,PG,59.0,A young mermaid makes a deal with a sea witch to trade her beautiful voice for human legs so she can discover the world above water and impress a prince.,Rob Marshall,"Halle Bailey, Jonah Hauer-King, Melissa McCarthy"
3236,3236. His Three Daughters,2023,7.2,101,16000,R,84.0,"This tense, touching and funny portrait of family dynamics follows three estranged sisters as they converge in a New York apartment to care for their ailing father and try to mend their own broken relationship with one another.",Azazel Jacobs,"Carrie Coon, Natasha Lyonne, Elizabeth Olsen"
3237,3237. The Virgin Suicides,1999,7.2,97,176000,R,77.0,"A group of male friends become obsessed with five mysterious sisters who are sheltered by their strict, religious parents in suburban Detroit in the mid 1970s.",Sofia Coppola,"Kirsten Dunst, Josh Hartnett, James Woods"
3238,3238. The Matrix Reloaded,2003,7.2,138,646000,R,62.0,"Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.","Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss"
3239,3239. The Phantom of the Opera,2004,7.2,143,133000,PG-13,40.0,A young soprano becomes the obsession of a disfigured and murderous musical genius who lives beneath the Paris Opéra House.,Joel Schumacher,"Gerard Butler, Emmy Rossum, Patrick Wilson"
3240,3240. Gosford Park,2001,7.2,137,97000,R,90.0,"Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect.",Robert Altman,"Maggie Smith, Ryan Phillippe, Michael Gambon"
3241,3241. Meet Joe Black,1998,7.2,178,275000,PG-13,43.0,"Death, who takes the form of a young man killed in an accident, asks a media mogul to act as his guide to teach him about life on Earth and, in the process, he falls in love with the mogul's daughter.",Martin Brest,"Brad Pitt, Anthony Hopkins, Claire Forlani"
3242,3242. Moonstruck,1987,7.2,102,72000,PG,83.0,"Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.",Norman Jewison,"Cher, Nicolas Cage, Olympia Dukakis"
3243,3243. A Quiet Place Part II,2020,7.2,97,298000,PG-13,71.0,"Following the events at home, the Abbott family now face the terrors of the outside world. Forced to venture into the unknown, they realize the creatures that hunt by sound are not the only threats lurking beyond the sand path.",John Krasinski,"Emily Blunt, Millicent Simmonds, Cillian Murphy"
3244,3244. 10 Cloverfield Lane,2016,7.2,103,367000,PG-13,76.0,A young woman is held in an underground bunker by a man who insists that a hostile event has left the surface of the Earth uninhabitable.,Dan Trachtenberg,"John Goodman, Mary Elizabeth Winstead, John Gallagher Jr."
3245,3245. The Patriot,2000,7.2,165,301000,R,63.0,Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,Roland Emmerich,"Mel Gibson, Heath Ledger, Joely Richardson"
3246,3246. Cold Mountain,2003,7.2,154,159000,R,73.0,"In the waning days of the American Civil War, a wounded soldier embarks on a perilous journey back home to Cold Mountain, North Carolina to reunite with his sweetheart.",Anthony Minghella,"Jude Law, Nicole Kidman, Renée Zellweger"
3247,3247. The Man from U.N.C.L.E.,2015,7.2,116,344000,PG-13,56.0,"In the early 1960s, CIA agent Napoleon Solo and KGB operative Illya Kuryakin participate in a joint mission against a mysterious criminal organization, which is working to proliferate nuclear weapons.",Guy Ritchie,"Henry Cavill, Armie Hammer, Alicia Vikander"
3248,3248. King Kong,2005,7.2,187,456000,PG-13,81.0,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.",Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody"
3249,3249. Coherence,2013,7.2,89,156000,Not Rated,65.0,Strange things begin to happen when a group of friends gather for a dinner party on an evening when a comet is passing overhead.,James Ward Byrkit,"Emily Baldoni, Maury Sterling, Nicholas Brendon"
3250,3250. A.I. Artificial Intelligence,2001,7.2,146,329000,PG-13,65.0,"A highly advanced robotic boy longs to become ""real"" so that he can regain the love of his human mother.",Steven Spielberg,"Haley Joel Osment, Jude Law, Frances O'Connor"
3251,3251. American Hustle,2013,7.2,138,507000,R,90.0,"A con man, Irving Rosenfeld, along with his seductive partner Sydney Prosser, is forced to work for a wild F.B.I. Agent, Richie DiMaso, who pushes them into a world of Jersey powerbrokers and the Mafia.",David O. Russell,"Christian Bale, Amy Adams, Bradley Cooper"
3252,3252. Closer,2004,7.2,104,242000,R,65.0,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,Mike Nichols,"Natalie Portman, Jude Law, Clive Owen"
3253,3253. Pat Garrett & Billy the Kid,1973,7.2,122,22000,R,53.0,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,Sam Peckinpah,"James Coburn, Kris Kristofferson, Richard Jaeckel"
3254,3254. The Descent,2005,7.2,99,257000,R,71.0,"A caving expedition goes horribly wrong, as the explorers become trapped and ultimately pursued by a strange breed of predators.",Neil Marshall,"Shauna Macdonald, Natalie Mendoza, Alex Reid"
3255,3255. The Ballad of Buster Scruggs,2018,7.2,133,174000,R,79.0,"Six tales of life and violence in the Old West, following a singing gunslinger, a bank robber, a traveling impresario, an elderly prospector, a wagon train, and a perverse pair of bounty hunters.","Ethan Coen, Joel Coen","Tim Blake Nelson, Willie Watson, Clancy Brown"
3256,3256. Chicago,2002,7.2,113,248000,PG-13,81.0,"Two death-row murderesses develop a fierce rivalry while competing for publicity, celebrity, and a sleazy lawyer's attention.",Rob Marshall,"Renée Zellweger, Catherine Zeta-Jones, Richard Gere"
3257,3257. GoldenEye,1995,7.2,130,276000,PG-13,65.0,"When a powerful secret defense system is stolen, James Bond is assigned to stop a Russian crime syndicate from using it.",Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco"
3258,3258. The Road,2009,7.2,111,261000,R,64.0,"In a dangerous post-apocalyptic world, an ailing father defends his son as they slowly travel to the sea.",John Hillcoat,"Viggo Mortensen, Charlize Theron, Kodi Smit-McPhee"
3259,3259. Sunshine,2007,7.2,107,274000,R,64.0,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans"
3260,3260. Friday,1995,7.2,91,129000,R,54.0,"It's Friday, and Craig and Smokey must come up with $200 they owe a local bully or there won't be a Saturday.",F. Gary Gray,"Ice Cube, Chris Tucker, Nia Long"
3261,3261. Insomnia,2002,7.2,118,327000,R,78.0,"Will Dormer, a police detective, is sent to investigate a teenage girl's murder to a small fishing town where he accidentally shoots his co-detective and is afflicted by insomnia brought by the guilt.",Christopher Nolan,"Al Pacino, Robin Williams, Hilary Swank"
3262,3262. Red Dragon,2002,7.2,124,300000,R,60.0,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer. Aiding him is imprisoned forensic psychiatrist Dr. Hannibal ""The Cannibal"" Lecter.",Brett Ratner,"Anthony Hopkins, Edward Norton, Ralph Fiennes"
3263,3263. I Am Legend,2007,7.2,101,840000,PG-13,65.0,"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure.",Francis Lawrence,"Will Smith, Alice Braga, Charlie Tahan"
3264,3264. Silence,2016,7.2,161,126000,R,79.0,"In the 17th century, two Portuguese Jesuit priests travel to Japan in an attempt to locate their mentor, who is rumored to have committed apostasy, and to propagate Catholicism.",Martin Scorsese,"Andrew Garfield, Adam Driver, Liam Neeson"
3265,3265. Caddyshack,1980,7.2,98,130000,R,48.0,An exclusive golf course has to deal with a flatulent new member and a destructive dancing gopher.,Harold Ramis,"Chevy Chase, Rodney Dangerfield, Bill Murray"
3266,3266. Dawn of the Dead,2004,7.2,101,279000,R,59.0,"A nurse, a policeman, a young married couple, a salesman and other survivors of a worldwide plague that is producing aggressive, flesh-eating zombies, take refuge in a mega Midwestern shopping mall.",Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer"
3267,3267. Unbroken,2014,7.2,137,189000,PG-13,59.0,"After a near-fatal plane crash in WWII, Olympian Louis Zamperini spends a harrowing 47 days in a raft with two fellow crewmen before he's caught by the Japanese navy and sent to a prisoner-of-war camp.",Angelina Jolie,"Jack O'Connell, Miyavi, Domhnall Gleeson"
